player_id,season,team_abbr,gp,mp,pts,trb,ast,fgm,fga,ftm,fta,fg3m,fg3a,stl,blk,tov,po_gp,po_mp,po_pts,po_trb,po_ast,team_srs,ws
77449,1991,ATL,82,1912,869,667,68,280,598,309,372,0,7,30,74,137,5,84,21,31,3,0.7154,5.6
77449,1992,MIL,82,2511,1279,744,93,440,929,396,504,3,8,74,64,150,,,,,,-1.4595,7.8
77449,1993,MIL,11,104,50,46,7,13,42,24,31,0,0,1,8,10,,,,,,-3.263,0.1
77449,1994,PHL,55,618,294,226,34,102,232,90,117,0,1,11,17,59,,,,,,-7.3738,1.0
77449,1995,SAN,17,149,49,46,6,13,35,22,32,1,2,2,3,11,,,,,,5.8977,0.3
78049,1957,BOS,48,1695,706,943,88,277,649,152,309,,,,,,10,409,139,244,32,4.7877,6.2
78049,1958,BOS,69,2640,1142,1564,202,456,1032,230,443,,,,,,9,355,136,221,24,5.0273,11.3
78049,1959,BOS,70,2979,1168,1612,222,456,997,256,428,,,,,,11,496,171,305,40,5.8373,12.9
78049,1960,BOS,74,3146,1350,1778,277,555,1189,240,392,,,,,,13,572,241,336,38,7.6244,13.8
78049,1961,BOS,78,3458,1322,1868,268,532,1250,258,469,,,,,,10,462,191,299,48,4.9337,13.0
78049,1962,BOS,76,3433,1436,1790,341,575,1258,286,481,,,,,,14,672,314,370,70,8.2538,15.5
78049,1963,BOS,78,3500,1309,1843,348,511,1182,287,517,,,,,,13,617,264,326,66,6.3786,13.5
78049,1964,BOS,78,3482,1168,1930,370,466,1077,236,429,,,,,,10,451,131,272,44,6.9336,17.3
78049,1965,BOS,78,3466,1102,1878,410,429,980,244,426,,,,,,12,561,198,302,76,7.4556,16.9
78049,1966,BOS,78,3386,1005,1779,371,391,943,223,405,,,,,,17,814,324,428,85,4.3444,11.7
78049,1967,BOS,81,3297,1075,1700,472,395,870,285,467,,,,,,9,390,95,198,50,7.2444,12.2
78049,1968,BOS,78,2953,977,1451,357,365,858,247,460,,,,,,19,869,274,434,99,3.8669,8.2
78049,1969,BOS,77,3291,762,1484,374,279,645,204,388,,,,,,18,829,195,369,98,5.3465,10.9
78497,1961,LAL,79,2797,1389,611,333,529,1264,331,497,,,,,,12,461,275,104,63,-0.1185,6.6
78497,1962,LAL,75,3087,2310,591,402,799,1795,712,926,,,,,,13,557,409,88,57,1.7976,12.9
78497,1963,LAL,55,2163,1489,384,307,559,1213,371,477,,,,,,13,538,362,106,61,2.6695,8.1
78497,1964,LAL,72,2906,2064,443,403,740,1529,584,702,,,,,,5,206,156,36,17,0.8866,14.0
78497,1965,LAL,74,3066,2292,447,364,822,1655,648,789,,,,,,11,470,447,63,58,1.7,16.7
78497,1966,LAL,79,3218,2476,562,480,818,1731,840,977,,,,,,14,619,479,88,79,2.7556,17.1
78497,1967,LAL,66,2670,1892,392,447,645,1389,602,686,,,,,,1,1,0,1,0,0.3111,11.7
78497,1968,LAL,51,1919,1343,294,310,476,926,391,482,,,,,,15,622,462,81,82,4.9886,9.6
78497,1969,LAL,61,2394,1580,262,423,545,1156,490,597,,,,,,18,757,556,71,135,3.8422,10.8
78497,1970,LAL,74,3106,2309,338,554,831,1673,647,785,,,,,,18,830,562,66,151,1.7562,15.2
78497,1971,LAL,69,2845,1859,320,655,667,1351,525,631,,,,,,,,,,,3.2633,12.8
78497,1972,LAL,77,2973,1985,327,747,735,1540,515,633,,,,,,15,608,344,73,134,11.6521,13.3
78497,1973,LAL,69,2460,1575,289,607,618,1291,339,421,,,,,,17,638,401,76,132,8.1544,10.6
78497,1974,LAL,31,967,629,116,206,232,519,165,198,,,81,23,,1,14,4,2,1,0.8473,3.2
201142,2008,SEA,80,2768,1624,348,192,587,1366,391,448,59,205,78,75,232,,,,,,-8.0371,2.3
201142,2009,OKC,74,2885,1871,482,205,661,1390,452,524,97,230,96,53,225,,,,,,-6.0337,7.9
201142,2010,OKC,82,3239,2472,623,231,794,1668,756,840,128,351,112,84,271,6,231,150,46,14,3.5548,16.1
201142,2011,OKC,78,3038,2161,533,214,711,1538,594,675,145,414,88,76,218,17,722,487,139,48,3.8119,12.0
201142,2012,OKC,66,2546,1850,527,231,643,1297,431,501,133,344,88,77,248,20,837,570,148,74,6.4412,12.2
201142,2013,OKC,81,3119,2280,640,374,731,1433,679,750,139,334,116,105,280,11,485,339,99,69,9.1497,18.9
201142,2014,OKC,81,3122,2593,598,445,849,1688,703,805,192,491,103,59,285,19,815,563,170,75,6.6544,19.2
201142,2015,OKC,27,913,686,178,110,238,467,146,171,64,159,24,25,74,,,,,,2.4675,4.8
201142,2016,OKC,72,2578,2029,589,361,698,1381,447,498,186,481,69,85,250,18,726,511,128,60,7.091,14.5
201142,2017,GSW,62,2070,1555,513,300,551,1026,336,384,117,312,66,99,138,15,533,428,119,64,11.3514,12.0
201142,2018,GSW,68,2325,1792,464,366,630,1222,359,404,173,413,50,119,207,21,807,608,163,99,5.789,10.4
201142,2019,GSW,78,2702,2027,497,457,721,1383,448,506,137,388,58,84,225,12,442,387,59,54,6.423,11.5
201142,2021,BKN,35,1157,943,247,195,324,603,210,238,85,189,25,45,120,12,485,411,111,53,4.2351,5.0
201142,2022,BKN,55,2047,1643,407,351,578,1115,372,409,115,300,48,52,191,4,176,105,23,25,0.8195,8.4
201142,2023,BKN/PHX,47,1672,1366,313,235,483,862,307,334,93,230,34,67,156,11,466,319,96,61,1.2087,6.8
201142,2024,PHX,75,2791,2032,495,378,751,1436,362,423,168,407,69,91,244,4,168,107,26,13,3.0774,8.3
201142,2025,PHX,62,2265,1647,374,263,592,1124,303,361,160,372,50,77,190,,,,,,-2.554,5.2
201142,2026,HOU,78,2840,2026,426,372,716,1376,408,467,186,450,62,71,246,1,41,23,6,4,4.8656,10.7
201939,2010,GSW,80,2896,1399,356,472,528,1143,177,200,166,380,152,19,243,,,,,,-3.2745,4.7
201939,2011,GSW,74,2489,1373,286,432,505,1053,212,227,151,342,109,20,226,,,,,,-2.004,6.6
201939,2012,GSW,26,732,383,88,138,145,296,38,47,55,121,39,8,65,,,,,,-2.7921,2.2
201939,2013,GSW,78,2983,1786,314,539,626,1388,262,291,272,600,126,12,240,12,497,281,46,97,1.3163,11.2
201939,2014,GSW,78,2846,1873,334,666,652,1383,308,348,261,615,128,14,294,7,296,161,25,59,5.1458,13.4
201939,2015,GSW,80,2613,1900,341,619,653,1341,308,337,286,646,163,16,249,21,826,594,105,134,10.0081,15.7
201939,2016,GSW,79,2700,2375,430,527,805,1598,363,400,402,886,169,15,262,18,614,452,99,93,10.3803,17.9
201939,2017,GSW,79,2639,1999,353,524,675,1443,325,362,324,789,142,17,239,17,601,477,106,114,11.3514,12.6
201939,2018,GSW,51,1631,1346,261,310,428,864,278,302,212,501,80,8,153,15,555,383,91,81,5.789,9.1
201939,2019,GSW,69,2331,1881,369,361,632,1340,263,287,354,810,92,25,192,22,846,620,132,126,6.423,9.7
201939,2020,GSW,5,139,104,26,33,33,82,26,26,12,49,5,2,16,,,,,,-7.9563,0.3
201939,2021,GSW,63,2152,2015,345,363,658,1365,362,395,337,801,77,8,213,,,,,,1.0982,9.0
201939,2022,GSW,64,2211,1630,335,404,535,1224,275,298,285,750,85,23,206,22,764,602,115,129,5.5187,8.0
201939,2023,GSW,56,1941,1648,341,352,559,1133,257,281,273,639,52,20,179,13,493,396,67,79,1.6556,7.8
201939,2024,GSW,74,2422,1956,330,379,650,1445,299,324,357,876,54,28,210,,,,,,2.7667,7.2
201939,2025,GSW,70,2252,1718,310,421,564,1258,279,299,311,784,80,30,200,8,281,181,42,41,3.5571,7.9
201939,2026,GSW,43,1329,1142,154,203,374,799,204,221,190,484,49,17,121,,,,,,-0.3437,4.1
203507,2014,MIL,77,1897,525,339,150,173,418,138,202,41,118,60,61,122,,,,,,-8.4115,1.2
203507,2015,MIL,81,2541,1030,542,207,383,780,257,347,7,44,73,85,173,6,201,69,42,16,-0.0905,6.2
203507,2016,MIL,80,2823,1350,612,345,513,1013,296,409,28,109,94,113,208,,,,,,-3.9787,7.1
203507,2017,MIL,80,2845,1832,700,434,656,1259,471,612,49,180,131,151,234,6,243,149,57,24,-0.4446,12.4
203507,2018,MIL,75,2756,2014,753,361,742,1402,487,641,43,140,109,106,223,7,280,180,67,44,-0.4498,11.9
203507,2019,MIL,72,2358,1994,898,424,721,1247,500,686,52,203,92,110,268,15,514,383,183,73,8.0457,14.4
203507,2020,MIL,63,1917,1857,856,354,685,1238,398,629,89,293,61,66,230,9,277,240,124,51,9.5698,11.1
203507,2021,MIL,61,2013,1717,671,357,626,1100,398,581,67,221,72,73,207,21,800,634,269,108,5.5684,10.2
203507,2022,MIL,67,2204,2002,778,388,689,1245,553,766,71,242,72,91,219,12,448,380,170,81,3.217,12.9
203507,2023,MIL,63,2024,1959,742,359,707,1278,498,772,47,171,52,51,246,3,91,70,33,16,3.6102,8.6
203507,2024,MIL,73,2567,2222,841,476,837,1369,514,782,34,124,87,79,250,,,,,,2.4441,13.2
203507,2025,MIL,67,2289,2036,798,433,793,1319,436,707,14,63,58,78,206,5,188,165,77,33,2.1206,11.5
203507,2026,MIL,36,1039,993,352,196,373,598,232,357,15,45,34,24,115,,,,,,-6.1218,5.0
203999,2016,DEN,80,1733,796,560,189,307,600,154,190,28,84,79,50,104,,,,,,-2.807,6.7
203999,2017,DEN,73,2038,1221,718,359,494,854,188,228,45,139,61,55,171,,,,,,0.7021,9.7
203999,2018,DEN,75,2443,1385,803,458,504,1010,266,313,111,280,90,61,210,,,,,,1.5716,10.7
203999,2019,DEN,80,2504,1604,865,580,616,1206,289,352,83,270,108,55,248,14,556,352,182,118,4.1978,11.8
203999,2020,DEN,73,2335,1456,711,512,565,1071,246,301,80,255,85,44,226,19,694,464,187,109,2.5127,9.8
203999,2021,DEN,72,2488,1898,780,599,732,1293,342,394,92,237,95,48,222,10,345,298,116,50,4.8182,15.6
203999,2022,DEN,74,2476,2004,1019,584,764,1311,379,468,97,288,109,63,281,5,171,155,66,29,2.1552,15.2
203999,2023,DEN,69,2323,1690,817,678,646,1022,341,415,57,149,87,47,247,20,789,600,269,190,3.0429,14.9
203999,2024,DEN,79,2737,2085,976,708,822,1411,358,438,83,231,108,68,237,12,482,344,161,104,5.2272,17.0
203999,2025,DEN,70,2571,2071,892,716,786,1364,361,451,138,331,127,45,230,14,563,367,178,112,3.9665,16.4
203999,2026,DEN,65,2265,1799,836,697,644,1132,399,480,112,295,92,53,243,6,237,155,79,57,4.974,14.9
600015,1961,CIN,71,3032,2165,716,690,756,1600,653,794,,,,,,,,,,,-3.0424,13.2
600015,1962,CIN,79,3503,2432,985,899,866,1810,700,872,,,,,,4,185,115,44,44,1.2799,15.6
600015,1963,CIN,80,3521,2264,835,758,825,1593,614,758,,,,,,12,570,381,156,108,1.2373,16.8
600015,1964,CIN,79,3559,2480,783,868,840,1740,800,938,,,,,,10,471,293,89,84,4.4264,20.6
600015,1965,CIN,75,3421,2279,674,861,807,1681,665,793,,,,,,4,195,112,19,48,2.0444,17.0
600015,1966,CIN,76,3493,2378,586,847,818,1723,742,881,,,,,,5,224,159,38,39,1.0333,16.9
600015,1967,CIN,79,3468,2412,486,845,838,1699,736,843,,,,,,4,183,99,16,45,-0.2333,17.4
600015,1968,CIN,65,2765,1896,391,633,660,1321,576,660,,,,,,,,,,,-0.6442,12.3
600015,1969,CIN,79,3461,1955,502,772,656,1351,643,767,,,,,,,,,,,-0.8251,12.9
600015,1970,CIN,69,2865,1748,422,558,647,1267,454,561,,,,,,,,,,,-2.5463,11.4
600015,1971,MIL,81,3194,1569,462,668,592,1193,385,453,,,,,,14,520,256,70,124,11.9122,12.4
600015,1972,MIL,64,2390,1114,323,491,419,887,276,330,,,,,,11,380,144,64,83,10.6989,8.3
600015,1973,MIL,73,2737,1130,360,551,446,983,238,281,,,,,,6,256,127,28,45,7.8364,8.4
600015,1974,MIL,70,2477,888,279,446,338,772,212,254,,,77,4,,16,689,224,54,149,7.6128,5.9
